Object,Sample,Anomaly_Score,MemoryBank_Time,Inference_Time
bottle,broken_large/000.png,0.36860,0.08535
bottle,broken_large/001.png,0.35278,0.07923
bottle,broken_large/002.png,0.38134,0.07880
bottle,broken_large/003.png,0.36306,0.07770
bottle,broken_large/004.png,0.36654,0.07795
bottle,broken_large/005.png,0.35979,0.07721
bottle,broken_large/006.png,0.35225,0.07847
bottle,broken_large/007.png,0.35658,0.07712
bottle,broken_large/008.png,0.35894,0.07739
bottle,broken_large/009.png,0.35772,0.07851
bottle,broken_large/010.png,0.36642,0.07861
bottle,broken_large/011.png,0.36672,0.07722
bottle,broken_large/012.png,0.35269,0.07838
bottle,broken_large/013.png,0.35266,0.07743
bottle,broken_large/014.png,0.41006,0.07737
bottle,broken_large/015.png,0.36593,0.07999
bottle,broken_large/016.png,0.36834,0.07760
bottle,broken_large/017.png,0.35201,0.07775
bottle,broken_large/018.png,0.36952,0.07843
bottle,broken_large/019.png,0.35983,0.07863
bottle,broken_small/000.png,0.34609,0.07767
bottle,broken_small/001.png,0.35878,0.07724
bottle,broken_small/002.png,0.36116,0.07828
bottle,broken_small/003.png,0.36647,0.07796
bottle,broken_small/004.png,0.37398,0.07847
bottle,broken_small/005.png,0.36463,0.07714
bottle,broken_small/006.png,0.34358,0.07822
bottle,broken_small/007.png,0.34084,0.07872
bottle,broken_small/008.png,0.36326,0.07656
bottle,broken_small/009.png,0.42333,0.07665
bottle,broken_small/010.png,0.36914,0.07641
bottle,broken_small/011.png,0.37419,0.08023
bottle,broken_small/012.png,0.35194,0.07751
bottle,broken_small/013.png,0.35220,0.07794
bottle,broken_small/014.png,0.32493,0.07665
bottle,broken_small/015.png,0.36961,0.07746
bottle,broken_small/016.png,0.40712,0.07815
bottle,broken_small/017.png,0.37198,0.07674
bottle,broken_small/018.png,0.40743,0.10355
bottle,broken_small/019.png,0.39881,0.10999
bottle,broken_small/020.png,0.38242,0.07649
bottle,broken_small/021.png,0.39363,0.07661
bottle,contamination/000.png,0.36129,0.07833
bottle,contamination/001.png,0.33014,0.07744
bottle,contamination/002.png,0.33360,0.07742
bottle,contamination/003.png,0.33017,0.07972
bottle,contamination/004.png,0.32635,0.07848
bottle,contamination/005.png,0.43713,0.07814
bottle,contamination/006.png,0.44791,0.09795
bottle,contamination/007.png,0.44673,0.07780
bottle,contamination/008.png,0.38189,0.07742
bottle,contamination/009.png,0.38204,0.07868
bottle,contamination/010.png,0.39185,0.07812
bottle,contamination/011.png,0.36764,0.07783
bottle,contamination/012.png,0.34865,0.08017
bottle,contamination/013.png,0.37995,0.07790
bottle,contamination/014.png,0.41525,0.07833
bottle,contamination/015.png,0.37612,0.07732
bottle,contamination/016.png,0.32171,0.07750
bottle,contamination/017.png,0.42033,0.07858
bottle,contamination/018.png,0.40740,0.07703
bottle,contamination/019.png,0.32154,0.07720
bottle,contamination/020.png,0.35007,0.08229
bottle,good/000.png,0.29464,0.07984
bottle,good/001.png,0.36491,0.07875
bottle,good/002.png,0.30415,0.07814
bottle,good/003.png,0.29153,0.07735
bottle,good/004.png,0.29044,0.07722
bottle,good/005.png,0.29114,0.07734
bottle,good/006.png,0.29847,0.07751
bottle,good/007.png,0.28423,0.07731
bottle,good/008.png,0.28603,0.07815
bottle,good/009.png,0.29526,0.07727
bottle,good/010.png,0.28489,0.07725
bottle,good/011.png,0.30320,0.07992
bottle,good/012.png,0.29210,0.07740
bottle,good/013.png,0.29639,0.07735
bottle,good/014.png,0.30766,0.09722
bottle,good/015.png,0.32729,0.11356
bottle,good/016.png,0.31303,0.07743
bottle,good/017.png,0.31448,0.07760
bottle,good/018.png,0.31145,0.07894
bottle,good/019.png,0.30349,0.07747
cable,bent_wire/000.png,0.35894,0.09958
cable,bent_wire/001.png,0.36493,0.09918
cable,bent_wire/002.png,0.37972,0.11096
cable,bent_wire/003.png,0.35744,0.10252
cable,bent_wire/004.png,0.41795,0.09973
cable,bent_wire/005.png,0.39102,0.09840
cable,bent_wire/006.png,0.37923,0.09796
cable,bent_wire/007.png,0.38908,0.09850
cable,bent_wire/008.png,0.34387,0.09712
cable,bent_wire/009.png,0.37893,0.10031
cable,bent_wire/010.png,0.39891,0.09523
cable,bent_wire/011.png,0.39988,0.11124
cable,bent_wire/012.png,0.37108,0.11351
cable,cable_swap/000.png,0.33177,0.09788
cable,cable_swap/001.png,0.33752,0.09889
cable,cable_swap/002.png,0.31672,0.09950
cable,cable_swap/003.png,0.31026,0.09789
cable,cable_swap/004.png,0.34183,0.09953
cable,cable_swap/005.png,0.30640,0.09874
cable,cable_swap/006.png,0.31534,0.09739
cable,cable_swap/007.png,0.33602,0.09918
cable,cable_swap/008.png,0.32120,0.09854
cable,cable_swap/009.png,0.35489,0.10080
cable,cable_swap/010.png,0.30309,0.09817
cable,cable_swap/011.png,0.32568,0.09865
cable,combined/000.png,0.37879,0.09958
cable,combined/001.png,0.38111,0.10310
cable,combined/002.png,0.35055,0.09666
cable,combined/003.png,0.36476,0.09675
cable,combined/004.png,0.33937,0.09714
cable,combined/005.png,0.35496,0.09733
cable,combined/006.png,0.36414,0.09642
cable,combined/007.png,0.35049,0.09637
cable,combined/008.png,0.38800,0.09823
cable,combined/009.png,0.39456,0.09724
cable,combined/010.png,0.35470,0.09644
cable,cut_inner_insulation/000.png,0.37460,0.09951
cable,cut_inner_insulation/001.png,0.35740,0.09988
cable,cut_inner_insulation/002.png,0.35868,0.09713
cable,cut_inner_insulation/003.png,0.33912,0.10272
cable,cut_inner_insulation/004.png,0.38253,0.10131
cable,cut_inner_insulation/005.png,0.33321,0.10030
cable,cut_inner_insulation/006.png,0.36817,0.09841
cable,cut_inner_insulation/007.png,0.35684,0.09791
cable,cut_inner_insulation/008.png,0.35893,0.09838
cable,cut_inner_insulation/009.png,0.34829,0.09825
cable,cut_inner_insulation/010.png,0.33243,0.09914
cable,cut_inner_insulation/011.png,0.35844,0.09874
cable,cut_inner_insulation/012.png,0.39546,0.09832
cable,cut_inner_insulation/013.png,0.35078,0.09840
cable,cut_outer_insulation/000.png,0.35745,0.09845
cable,cut_outer_insulation/001.png,0.36099,0.09881
cable,cut_outer_insulation/002.png,0.34875,0.09635
cable,cut_outer_insulation/003.png,0.35299,0.09874
cable,cut_outer_insulation/004.png,0.33379,0.09728
cable,cut_outer_insulation/005.png,0.36348,0.09783
cable,cut_outer_insulation/006.png,0.34102,0.09488
cable,cut_outer_insulation/007.png,0.35967,0.09686
cable,cut_outer_insulation/008.png,0.32792,0.09726
cable,cut_outer_insulation/009.png,0.35570,0.09700
cable,good/000.png,0.34385,0.09894
cable,good/001.png,0.29220,0.09781
cable,good/002.png,0.34365,0.09741
cable,good/003.png,0.29981,0.09711
cable,good/004.png,0.30348,0.10553
cable,good/005.png,0.32081,0.09825
cable,good/006.png,0.28066,0.09841
cable,good/007.png,0.30795,0.09618
cable,good/008.png,0.30942,0.09583
cable,good/009.png,0.32681,0.09975
cable,good/010.png,0.29332,0.09945
cable,good/011.png,0.32266,0.09797
cable,good/012.png,0.31245,0.09888
cable,good/013.png,0.29954,0.09911
cable,good/014.png,0.32075,0.09936
cable,good/015.png,0.31870,0.09885
cable,good/016.png,0.30708,0.09766
cable,good/017.png,0.28874,0.09783
cable,good/018.png,0.29652,0.09716
cable,good/019.png,0.32176,0.09836
cable,good/020.png,0.30180,0.09560
cable,good/021.png,0.31925,0.09744
cable,good/022.png,0.29105,0.09725
cable,good/023.png,0.28395,0.10722
cable,good/024.png,0.30043,0.09827
cable,good/025.png,0.28966,0.09661
cable,good/026.png,0.29535,0.09593
cable,good/027.png,0.29612,0.09825
cable,good/028.png,0.32717,0.09976
cable,good/029.png,0.30681,0.09720
cable,good/030.png,0.29703,0.09993
cable,good/031.png,0.29947,0.09907
cable,good/032.png,0.28106,0.10200
cable,good/033.png,0.30432,0.09787
cable,good/034.png,0.33214,0.09743
cable,good/035.png,0.30006,0.09576
cable,good/036.png,0.32332,0.09860
cable,good/037.png,0.31966,0.09601
cable,good/038.png,0.33528,0.09796
cable,good/039.png,0.34024,0.09835
cable,good/040.png,0.30510,0.09935
cable,good/041.png,0.31597,0.09657
cable,good/042.png,0.30734,0.09915
cable,good/043.png,0.33920,0.09580
cable,good/044.png,0.33277,0.09687
cable,good/045.png,0.31851,0.09697
cable,good/046.png,0.31187,0.09838
cable,good/047.png,0.32585,0.09773
cable,good/048.png,0.31747,0.09848
cable,good/049.png,0.31166,0.10222
cable,good/050.png,0.32088,0.09887
cable,good/051.png,0.31614,0.09904
cable,good/052.png,0.30602,0.09714
cable,good/053.png,0.31968,0.09856
cable,good/054.png,0.30859,0.09843
cable,good/055.png,0.31966,0.09962
cable,good/056.png,0.35225,0.09878
cable,good/057.png,0.30605,0.09981
cable,missing_cable/000.png,0.36712,0.09897
cable,missing_cable/001.png,0.33730,0.09842
cable,missing_cable/002.png,0.36568,0.09700
cable,missing_cable/003.png,0.33928,0.09798
cable,missing_cable/004.png,0.35618,0.09829
cable,missing_cable/005.png,0.35477,0.09820
cable,missing_cable/006.png,0.40619,0.09647
cable,missing_cable/007.png,0.39950,0.09714
cable,missing_cable/008.png,0.36725,0.09666
cable,missing_cable/009.png,0.38705,0.09696
cable,missing_cable/010.png,0.36021,0.09880
cable,missing_cable/011.png,0.36351,0.09805
cable,missing_wire/000.png,0.33274,0.09825
cable,missing_wire/001.png,0.35831,0.09769
cable,missing_wire/002.png,0.35219,0.09852
cable,missing_wire/003.png,0.34668,0.10112
cable,missing_wire/004.png,0.36816,0.09841
cable,missing_wire/005.png,0.34364,0.09861
cable,missing_wire/006.png,0.33521,0.09755
cable,missing_wire/007.png,0.33277,0.09873
cable,missing_wire/008.png,0.34318,0.09904
cable,missing_wire/009.png,0.35577,0.09779
cable,poke_insulation/000.png,0.34905,0.09882
cable,poke_insulation/001.png,0.38044,0.09592
cable,poke_insulation/002.png,0.36010,0.11441
cable,poke_insulation/003.png,0.40886,0.09931
cable,poke_insulation/004.png,0.36807,0.09908
cable,poke_insulation/005.png,0.33216,0.09799
cable,poke_insulation/006.png,0.40603,0.10224
cable,poke_insulation/007.png,0.41550,0.09743
cable,poke_insulation/008.png,0.38254,0.09925
cable,poke_insulation/009.png,0.37867,0.09758
capsule,crack/000.png,0.31414,0.09742
capsule,crack/001.png,0.42701,0.09728
capsule,crack/002.png,0.30183,0.09990
capsule,crack/003.png,0.34709,0.09866
